Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
14-00212653,Coyote Complaints,Phone,Closed,10/07/2014 02:22:45 PM,10/04/2014 08:09:26 AM,10/07/2014 02:22:46 PM,10/07/2014 02:22:45 PM,"802 S 1ST ST, AUSTIN, TX",802,1ST,AUSTIN,78704,TRAVIS,3111442.34994446,10065913.112661,30.254944,-97.75225316,"(30.254944, -97.75225316)",9,614H,MH21
14-00171801,Coyote Complaints,Phone,Closed,09/16/2014 02:18:23 PM,08/15/2014 11:21:30 PM,09/16/2014 02:18:24 PM,09/16/2014 02:18:23 PM,"12315 CEDARSPUR RD, AUSTIN, TX",12315,CEDARSPUR,AUSTIN,78758,TRAVIS,3125728.65123388,10124264.4625463,30.41442276,-97.70264764,"(30.41442276, -97.70264764)",7,466N,ML35
14-00212973,Coyote Complaints,Phone,Closed,10/07/2014 02:23:50 PM,10/04/2014 03:39:37 PM,10/07/2014 02:23:51 PM,10/07/2014 02:23:50 PM,"1122 BLUEBONNET LN, AUSTIN, TX",1122,BLUEBONNET,AUSTIN,78704,TRAVIS,3105820.67954182,10067277.5631831,30.25905206,-97.769954,"(30.25905206, -97.769954)",5,614C,MH21
14-00193308,Coyote Complaints,Phone,Closed,09/16/2014 02:05:33 PM,09/11/2014 10:37:15 AM,09/16/2014 02:05:34 PM,09/16/2014 02:05:33 PM,"15308 CRAIGS CREST PATH, AUSTIN, TX",15308,CRAIGS CREST,AUSTIN,78660,TRAVIS,3140246.19729397,10135278.0857607,30.443745,-97.65576354,"(30.443745, -97.65576354)",,437T,MN37
14-00190571,Coyote Complaints,Phone,Closed,09/16/2014 01:39:40 PM,09/08/2014 05:22:36 AM,09/16/2014 01:39:41 PM,09/16/2014 01:39:40 PM,"4022 GREENHILL PL, AUSTIN, TX",4022,GREENHILL,AUSTIN,78759,TRAVIS,3110979.26943022,10110950.4740115,30.37877484,-97.75040768,"(30.37877484, -97.75040768)",10,494V,MH31
14-00196887,Coyote Complaints,Phone,Closed,09/16/2014 02:12:53 PM,09/16/2014 12:06:40 AM,09/16/2014 02:12:53 PM,09/16/2014 02:12:53 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103,PLUMBROOK,AUSTIN,78746,TRAVIS,3086110.0894807,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
14-00188305,Coyote Complaints,Phone,Closed,09/16/2014 01:36:56 PM,09/04/2014 07:11:59 PM,09/16/2014 01:36:56 PM,09/16/2014 01:36:56 PM,"1157 SALINA ST, AUSTIN, TX",1157,SALINA,AUSTIN,78702,TRAVIS,3121469.72724819,10071696.9346311,30.27019915,-97.72007258,"(30.27019915, -97.72007258)",1,585U,MK22
14-00191371,Coyote Complaints,Phone,Closed,09/16/2014 01:58:41 PM,09/08/2014 07:26:35 PM,09/16/2014 01:58:42 PM,09/16/2014 01:58:41 PM,"11609 ERIC HEIDEN CT, AUSTIN, TX",11609,ERIC HEIDEN,AUSTIN,78748,TRAVIS,3082581.96287233,10028062.2923873,30.15270478,-97.84631787,"(30.15270478, -97.84631787)",8,702C,MD12
14-00194957,Coyote Complaints,Phone,Closed,09/16/2014 02:08:34 PM,09/13/2014 10:27:52 AM,09/16/2014 02:08:34 PM,09/16/2014 02:08:34 PM,"6802 TRENDAL LN, AUSTIN, TX",6802,TRENDAL,AUSTIN,78744,TRAVIS,3109470.76736379,10039509.1835223,30.18248934,-97.76043,"(30.18248934, -97.76043)",2,674H,MH15
14-00169971,Coyote Complaints,Phone,Closed,09/16/2014 02:15:46 PM,08/13/2014 07:42:20 PM,09/16/2014 02:15:47 PM,09/16/2014 02:15:46 PM,"45 SUNDOWN PKWY, WEST LAKE HILLS, TX",45,SUNDOWN,WEST LAKE HILLS,78746,TRAVIS,3089919.78389016,10076300.2504306,30.28485193,-97.81965941,"(30.28485193, -97.81965941)",,583K,ME23
14-00173989,Coyote Complaints,Phone,Closed,09/16/2014 02:20:53 PM,08/18/2014 04:50:31 PM,09/16/2014 02:20:53 PM,09/16/2014 02:20:53 PM,"15505 HORBORNE LN, AUSTIN, TX",15505,HORBORNE,AUSTIN,78660,TRAVIS,3141839.36047368,10135238.0100085,30.44352931,-97.65071228,"(30.44352931, -97.65071228)",,437X,MN37
14-00192518,Coyote Complaints,Phone,Closed,09/16/2014 02:02:23 PM,09/10/2014 09:18:05 AM,09/16/2014 02:02:24 PM,09/16/2014 02:02:23 PM,"7605 PONOMA TRL, AUSTIN, TX",7605,PONOMA,AUSTIN,78749,TRAVIS,3078812.03593418,10051283.619223,30.21676884,-97.8566069,"(30.21676884, -97.8566069)",8,642F,MC18
14-00208501,Coyote Complaints,Phone,Closed,10/10/2014 12:51:12 PM,09/29/2014 01:55:58 PM,10/10/2014 12:51:13 PM,10/10/2014 12:51:12 PM,"CRESTWOOD RD & PARKWOOD RD, AUSTIN, TX",,CRESTWOOD RD & PARKWOOD RD,AUSTIN,78722,TRAVIS,3123454.5,10082355,30.29936802,-97.71299189,"(30.29936802, -97.71299189)",9,555Z,MK25
14-00172395,Coyote Complaints,Phone,Closed,09/16/2014 02:18:52 PM,08/16/2014 08:32:58 PM,09/16/2014 02:18:53 PM,09/16/2014 02:18:52 PM,"5616 N SCOUT ISLAND CIR, AUSTIN, TX",5616,SCOUT ISLAND,AUSTIN,78731,TRAVIS,3098846.3788797,10102645.8320594,30.35671509,-97.78947685,"(30.35671509, -97.78947685)",10,524E,MG30
14-00195517,Coyote Complaints,Phone,Duplicate (closed),09/16/2014 02:08:34 PM,09/14/2014 10:21:58 AM,09/16/2014 02:08:34 PM,09/16/2014 02:08:34 PM,"6802 TRENDAL LN, AUSTIN, TX",6802,TRENDAL,AUSTIN,78744,TRAVIS,3109470.76736379,10039509.1835223,30.18248934,-97.76043,"(30.18248934, -97.76043)",2,674H,MH15
14-00193082,Coyote Complaints,Phone,Closed,09/16/2014 02:04:33 PM,09/10/2014 09:59:12 PM,09/16/2014 02:04:33 PM,09/16/2014 02:04:33 PM,"4801 NORMAN TRL, AUSTIN, TX",4801,NORMAN,AUSTIN,78749,TRAVIS,3076611.14033287,10043748.9077802,30.19619121,-97.86410264,"(30.19619121, -97.86410264)",8,642X,MC16
14-00174157,Coyote Complaints,Phone,Closed,09/16/2014 02:21:19 PM,08/18/2014 07:37:13 PM,09/16/2014 02:21:19 PM,09/16/2014 02:21:19 PM,"614 S 1ST ST, AUSTIN, TX",614,1ST,AUSTIN,78704,TRAVIS,3111834.92742239,10066677.6793667,30.25702063,-97.7509539,"(30.25702063, -97.7509539)",9,614D,MH21
14-00202321,Coyote Complaints,Phone,Closed,10/08/2014 05:11:34 PM,09/22/2014 05:11:54 AM,10/08/2014 05:11:35 PM,10/08/2014 05:11:34 PM,"6801 SMOKEY HILL RD, AUSTIN, TX",6801,SMOKEY HILL,AUSTIN,78736,TRAVIS,3067872.73961197,10061033.2111731,30.24423463,-97.8905544,"(30.24423463, -97.8905544)",8,611Q,MB20
14-00208014,Coyote Complaints,Phone,Closed,10/10/2014 10:29:26 AM,09/29/2014 06:41:10 AM,10/10/2014 10:29:27 AM,10/10/2014 10:29:26 AM,"4205 LONESOME VALLEY CT, AUSTIN, TX",4205,LONESOME VALLEY,AUSTIN,78731,TRAVIS,3103780.32122508,10099522.1148386,30.34781722,-97.7740654,"(30.34781722, -97.7740654)",10,524P,MG29
14-00208114,Coyote Complaints,Phone,Closed,10/10/2014 10:29:54 AM,09/29/2014 09:02:26 AM,10/10/2014 10:29:54 AM,10/10/2014 10:29:54 AM,"CONVICT HILL RD & ABILENE TRL, AUSTIN, TX",,CONVICT HILL RD & ABILENE TRL,AUSTIN,78749,TRAVIS,3076875,10053440,30.22281494,-97.86258639,"(30.22281494, -97.86258639)",8,642B,MC18
14-00212437,Coyote Complaints,Phone,Closed,10/07/2014 02:22:11 PM,10/03/2014 07:51:51 PM,10/07/2014 02:22:11 PM,10/07/2014 02:22:11 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103,PLUMBROOK,AUSTIN,78746,TRAVIS,3086110.0894807,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
14-00208816,Coyote Complaints,Phone,Closed,10/10/2014 12:51:58 PM,09/29/2014 06:31:54 PM,10/10/2014 12:51:59 PM,10/10/2014 12:51:58 PM,"800 ROBERT E LEE RD, AUSTIN, TX",800,ROBERT E LEE,AUSTIN,78704,TRAVIS,3106242.76983936,10068284.9225931,30.2617944,-97.76854388,"(30.2617944, -97.76854388)",5,584Y,MH22
14-00208704,Coyote Complaints,Phone,Closed,10/10/2014 12:51:34 PM,09/29/2014 04:39:49 PM,10/10/2014 12:51:34 PM,10/10/2014 12:51:34 PM,"5106 SPLIT CEDAR CV, AUSTIN, TX",5106,SPLIT CEDAR,AUSTIN,78735,TRAVIS,3085857.82389905,10063286.0035159,30.24932883,-97.83345183,"(30.24932883, -97.83345183)",8,613J,ME20
14-00191263,Coyote Complaints,Phone,Closed,09/16/2014 01:58:11 PM,09/08/2014 05:42:54 PM,09/16/2014 01:58:11 PM,09/16/2014 01:58:11 PM,"4026 TRAVIS COUNTRY CIR, AUSTIN, TX",4026,TRAVIS COUNTRY,AUSTIN,78735,TRAVIS,3084924.06717613,10064725.6099366,30.25334381,-97.836306,"(30.25334381, -97.836306)",8,612H,MD21
14-00190562,Coyote Complaints,Phone,Closed,09/16/2014 01:39:12 PM,09/08/2014 01:02:51 AM,09/16/2014 01:39:13 PM,09/16/2014 01:39:12 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103,PLUMBROOK,AUSTIN,78746,TRAVIS,3086110.0894807,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
14-00195464,Coyote Complaints,Phone,Closed,09/16/2014 02:09:01 PM,09/14/2014 08:42:26 AM,09/16/2014 02:09:01 PM,09/16/2014 02:09:01 PM,"330 EANES SCHOOL RD, WEST LAKE HILLS, TX",330,EANES SCHOOL,WEST LAKE HILLS,78746,TRAVIS,3090970.97924018,10075608.4953156,30.28288502,-97.81637943,"(30.28288502, -97.81637943)",,583K,ME23
14-00194013,Coyote Complaints,Phone,Closed,09/16/2014 02:07:31 PM,09/12/2014 08:14:34 AM,09/16/2014 02:07:31 PM,09/16/2014 02:07:31 PM,"5201 ROSS RD, AUSTIN, TX",5201,ROSS,AUSTIN,78617,TRAVIS,3155533.6626733,10039241.8362478,30.17874242,-97.61471162,"(30.17874242, -97.61471162)",,678K,MQ14
14-00196473,Coyote Complaints,Phone,Closed,09/16/2014 02:12:27 PM,09/15/2014 02:54:17 PM,09/16/2014 02:12:28 PM,09/16/2014 02:12:27 PM,"PINTO PATH & CHINOOK DR, AUSTIN, TX",,PINTO PATH & CHINOOK DR,AUSTIN,78736,TRAVIS,3068626.25,10059445,30.23982325,-97.88827924,"(30.23982325, -97.88827924)",8,611Q,MB20
14-00204306,Coyote Complaints,Phone,Closed,09/24/2014 03:14:57 PM,09/24/2014 10:17:06 AM,09/24/2014 03:14:58 PM,09/24/2014 03:14:57 PM,"603 BOULDIN AVE, AUSTIN, TX",603,BOULDIN,AUSTIN,78704,TRAVIS,3110709.82991595,10066953.21513,30.25784979,-97.75449623,"(30.25784979, -97.75449623)",9,614D,MH21
14-00200004,Coyote Complaints,Phone,Closed,10/08/2014 05:10:40 PM,09/19/2014 07:22:10 AM,10/08/2014 05:10:40 PM,10/08/2014 05:10:40 PM,"STECK AVE & FOREST MESA DR, AUSTIN, TX",,STECK AVE & FOREST MESA DR,AUSTIN,78759,TRAVIS,3112204.25,10108017,30.37063286,-97.74674024,"(30.37063286, -97.74674024)",10,495W,MJ31
14-00200034,Coyote Complaints,Phone,Closed,10/08/2014 05:11:04 PM,09/19/2014 07:51:05 AM,10/08/2014 05:11:05 PM,10/08/2014 05:11:04 PM,"LAKELINE BLVD &W PARMER LN, AUSTIN, TX",,LAKELINE BLVD &W PARMER LN,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",6,404P,MG41
14-00195565,Coyote Complaints,Phone,Closed,09/16/2014 02:12:00 PM,09/14/2014 11:28:15 AM,09/16/2014 02:12:01 PM,09/16/2014 02:12:00 PM,"4108 TABLEROCK DR, AUSTIN, TX",4108,TABLEROCK,AUSTIN,78731,TRAVIS,3107497.45037588,10106412.4359058,30.36652215,-97.76177927,"(30.36652215, -97.76177927)",10,524C,MH30
14-00193186,Coyote Complaints,Phone,Closed,09/16/2014 02:04:58 PM,09/11/2014 08:16:29 AM,09/16/2014 02:04:58 PM,09/16/2014 02:04:58 PM,"614 S 1ST ST, AUSTIN, TX",614,1ST,AUSTIN,78704,TRAVIS,3111834.92742239,10066677.6793667,30.25702063,-97.7509539,"(30.25702063, -97.7509539)",9,614D,MH21
14-00198905,Coyote Complaints,Phone,Closed,09/24/2014 03:28:02 PM,09/18/2014 08:55:39 AM,09/24/2014 03:28:02 PM,09/24/2014 03:28:02 PM,"4320 HOUSE OF YORK, AUSTIN, TX",4320,HOUSE OF YORK,AUSTIN,78730,TRAVIS,3082089.00968913,10104102.6724601,30.3617624,-97.8424906,"(30.3617624, -97.8424906)",,522D,MD30
14-00172445,Coyote Complaints,Phone,Closed,09/16/2014 02:19:49 PM,08/16/2014 10:24:03 PM,09/16/2014 02:19:49 PM,09/16/2014 02:19:49 PM,"BURNET RD &N MOPAC EXPY SVRD NB, AUSTIN, TX",,BURNET RD &N MOPAC EXPY SVRD NB,AUSTIN,78758,TRAVIS,3122121.86,10121614.98,30.40737374,-97.71428479,"(30.40737374, -97.71428479)",7,465Z,MK34
14-00191547,Coyote Complaints,Phone,Closed,09/16/2014 01:59:20 PM,09/09/2014 01:29:03 AM,09/16/2014 01:59:21 PM,09/16/2014 01:59:20 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103,PLUMBROOK,AUSTIN,78746,TRAVIS,3086110.0894807,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
14-00166543,Coyote Complaints,Phone,Closed,09/16/2014 02:14:35 PM,08/09/2014 01:47:02 PM,09/16/2014 02:14:35 PM,09/16/2014 02:14:35 PM,"GREAT HILLS TO RESEARC SB RAMP, AUSTIN, TX",,GREAT HILLS TO RESEARC SB,AUSTIN,78759,TRAVIS,3112254.68874082,10115234.9806169,30.39047088,-97.74604804,"(30.39047088, -97.74604804)",10,495J,MJ32
14-00174722,Coyote Complaints,Phone,Closed,09/16/2014 02:21:46 PM,08/19/2014 01:09:22 PM,09/16/2014 02:21:46 PM,09/16/2014 02:21:46 PM,"STRUIE LN & WALSALL LOOP, AUSTIN, TX",,STRUIE LN & WALSALL LOOP,AUSTIN,78749,TRAVIS,3078298.5,10044368,30.19778994,-97.85871936,"(30.19778994, -97.85871936)",8,642T,MC16
14-00168525,Coyote Complaints,Phone,Closed,09/16/2014 02:15:25 PM,08/12/2014 08:18:29 AM,09/16/2014 02:15:25 PM,09/16/2014 02:15:25 PM,"6204 LEDGE MOUNTAIN DR, AUSTIN, TX",6204,LEDGE MOUNTAIN,AUSTIN,78731,TRAVIS,3103223.67209734,10100577.3024829,30.350753,-97.77575276,"(30.350753, -97.77575276)",10,524K,MG29
14-00166060,Coyote Complaints,Phone,Closed,09/16/2014 02:13:36 PM,08/08/2014 09:15:44 PM,09/16/2014 02:13:36 PM,09/16/2014 02:13:36 PM,"1510 TRAVIS HEIGHTS BLVD, AUSTIN, TX",1510,TRAVIS HEIGHTS,AUSTIN,78704,TRAVIS,3114904.8790443,10062419.7195219,30.24511987,-97.74154726,"(30.24511987, -97.74154726)",9,615J,MJ20
14-00193111,Coyote Complaints,Phone,Duplicate (closed),09/16/2014 02:01:57 PM,09/11/2014 05:08:32 AM,09/16/2014 02:01:57 PM,09/16/2014 02:01:57 PM,"1912 JESSE OWENS DR, AUSTIN, TX",1912,JESSE OWENS,AUSTIN,78748,TRAVIS,3085204.66,10028904.7891196,30.15485922,-97.83796226,"(30.15485922, -97.83796226)",5,702D,MD12
14-00166219,Coyote Complaints,Phone,Closed,09/16/2014 02:14:03 PM,08/09/2014 08:23:09 AM,09/16/2014 02:14:03 PM,09/16/2014 02:14:03 PM,"ALEXANDRIA DR & MAUAI DR, AUSTIN, TX",,ALEXANDRIA DR & MAUAI DR,AUSTIN,78749,TRAVIS,3080850.25,10046946,30.20472026,-97.85046205,"(30.20472026, -97.85046205)",8,642Q,MD17
14-00189287,Coyote Complaints,Phone,Closed,09/16/2014 01:38:44 PM,09/06/2014 02:00:03 AM,09/16/2014 01:38:44 PM,09/16/2014 01:38:44 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103,PLUMBROOK,AUSTIN,78746,TRAVIS,3086110.0894807,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
14-00211910,Coyote Complaints,Phone,Closed,10/07/2014 02:21:04 PM,10/03/2014 10:19:51 AM,10/07/2014 02:21:04 PM,10/07/2014 02:21:04 PM,"6203 SOTOL CV, AUSTIN, TX",6203,SOTOL,AUSTIN,78759,TRAVIS,3103853.39915937,10117806.6897639,30.39807465,-97.77249946,"(30.39807465, -97.77249946)",10,494B,MG33
14-00190746,Coyote Complaints,Phone,Closed,09/16/2014 01:57:11 PM,09/08/2014 09:18:36 AM,09/16/2014 01:57:11 PM,09/16/2014 01:57:11 PM,"3708 WILLIAMSBURG CIR, AUSTIN, TX",3708,WILLIAMSBURG,AUSTIN,78731,TRAVIS,3110019.98888061,10106652.3401906,30.36702104,-97.75376508,"(30.36702104, -97.75376508)",10,524D,MH30
14-00176421,Coyote Complaints,Phone,Closed,08/28/2014 12:48:00 PM,08/21/2014 12:24:14 PM,08/28/2014 12:48:01 PM,08/28/2014 12:48:00 PM,"8104 TAHOE PARKE CIR, AUSTIN, TX",8104,TAHOE PARKE,AUSTIN,78726,TRAVIS,3076947.32936448,10126011.0461869,30.42230241,-97.8572434,"(30.42230241, -97.8572434)",6,462K,MC35
14-00195468,Coyote Complaints,Phone,Closed,09/16/2014 02:09:26 PM,09/14/2014 09:01:37 AM,09/16/2014 02:09:26 PM,09/16/2014 02:09:26 PM,"5737 REPUBLIC OF TEXAS BLVD, AUSTIN, TX",5737,REPUBLIC OF TEXAS,AUSTIN,78735,TRAVIS,3084258.06699065,10064138,30.25176962,-97.83845655,"(30.25176962, -97.83845655)",8,612H,MD21
14-00221617,Coyote Complaints,Phone,Closed,10/20/2014 09:45:12 AM,10/14/2014 01:32:39 PM,10/20/2014 09:45:12 AM,10/20/2014 09:45:12 AM,"1506 JULIET ST, AUSTIN, TX",1506,JULIET,AUSTIN,78704,TRAVIS,3108208.01462902,10067219.145712,30.25874001,-97.76239872,"(30.25874001, -97.76239872)",5,614C,MH21
14-00222467,Coyote Complaints,Phone,Closed,10/20/2014 09:48:13 AM,10/15/2014 02:08:38 PM,10/20/2014 09:48:13 AM,10/20/2014 09:48:13 AM,"4401 DUDLEY DR, AUSTIN, TX",4401,DUDLEY,AUSTIN,78735,TRAVIS,3094707.01138163,10059182.221384,30.23749823,-97.80572854,"(30.23749823, -97.80572854)",5,613U,MF19
14-00226036,Coyote Complaints,Phone,Closed,10/20/2014 09:57:20 AM,10/20/2014 07:48:13 AM,10/20/2014 09:57:20 AM,10/20/2014 09:57:20 AM,"10804 CHATEAU HILL, AUSTIN, TX",10804,CHATEAU HILL,AUSTIN,78750,TRAVIS,3094746.07647401,10129871.9668319,30.43181402,-97.80050851,"(30.43181402, -97.80050851)",6,463H,MF36
14-00227487,Coyote Complaints,Phone,Closed,10/24/2014 02:44:38 PM,10/21/2014 08:00:10 PM,10/24/2014 02:44:39 PM,10/24/2014 02:44:38 PM,"4701 STAGGERBRUSH RD, AUSTIN, TX",4701,STAGGERBRUSH,AUSTIN,78749,TRAVIS,3084426.52770907,10057636.1444308,30.23388632,-97.83838496,"(30.23388632, -97.83838496)",8,612V,MD19
14-00227169,Coyote Complaints,Phone,Closed,10/24/2014 02:44:03 PM,10/21/2014 12:58:10 PM,10/24/2014 02:44:03 PM,10/24/2014 02:44:03 PM,"ANDERSON MILL RD & DIES RANCH RD, CEDAR PARK, TX",,ANDERSON MILL RD & DIES RANCH RD,CEDAR PARK,78613,TRAVIS,3080777.15000001,10142015.96,30.46606372,-97.8439592,"(30.46606372, -97.8439592)",,432H,MD39
14-00206660,Coyote Complaints,Phone,Closed,10/09/2014 12:59:01 PM,09/27/2014 12:00:22 AM,10/09/2014 12:59:02 PM,10/09/2014 12:59:01 PM,"CEDRO TRL & BACKTRAIL DR, AUSTIN, TX",,CEDRO TRL & BACKTRAIL DR,AUSTIN,78731,TRAVIS,3101151.75,10103835,30.35983882,-97.78208296,"(30.35983882, -97.78208296)",10,524E,MG30
14-00227642,Coyote Complaints,Phone,Closed,10/24/2014 02:47:49 PM,10/22/2014 08:16:18 AM,10/24/2014 02:47:50 PM,10/24/2014 02:47:49 PM,"1717 W 10TH ST, AUSTIN, TX",1717,10TH,AUSTIN,78703,TRAVIS,3107848.92907586,10075116.4247823,30.28047131,-97.76295785,"(30.28047131, -97.76295785)",9,584L,MH23
14-00207425,Coyote Complaints,Phone,Closed,10/09/2014 02:24:41 PM,09/28/2014 02:26:35 AM,10/09/2014 02:24:42 PM,10/09/2014 02:24:41 PM,"COPANO DR & MOOSE DR, AUSTIN, TX",,COPANO DR & MOOSE DR,AUSTIN,78749,TRAVIS,3079823,10047016,30.20497568,-97.85370815,"(30.20497568, -97.85370815)",8,642Q,MD17
14-00223819,Coyote Complaints,Phone,Closed,10/20/2014 09:54:44 AM,10/17/2014 09:44:32 AM,10/20/2014 09:54:44 AM,10/20/2014 09:54:44 AM,"HART LN & STONECLIFF DR, AUSTIN, TX",,HART LN & STONECLIFF DR,AUSTIN,78731,TRAVIS,3110273,10104161,30.36015655,-97.75314623,"(30.36015655, -97.75314623)",10,524H,MH30
14-00222768,Coyote Complaints,Phone,Closed,10/20/2014 09:50:47 AM,10/15/2014 09:11:52 PM,10/20/2014 09:50:48 AM,10/20/2014 09:50:47 AM,"EVEREST LN & ARROWWOOD DR, AUSTIN, TX",,EVEREST LN & ARROWWOOD DR,AUSTIN,78727,TRAVIS,3118045.68000001,10126061.39,30.41985947,-97.7268814,"(30.41985947, -97.7268814)",7,465Q,MK35
14-00229675,Coyote Complaints,Phone,Closed,10/24/2014 02:50:06 PM,10/24/2014 11:46:17 AM,10/24/2014 02:50:07 PM,10/24/2014 02:50:06 PM,"7304 KAPOK LN, AUSTIN, TX",7304,KAPOK,AUSTIN,78759,TRAVIS,3104920.40676935,10128005.9930747,30.42604372,-97.76837,"(30.42604372, -97.76837)",10,464G,MH36
14-00227748,Coyote Complaints,Phone,Duplicate (closed),10/24/2014 02:47:49 PM,10/22/2014 10:01:00 AM,10/24/2014 02:47:49 PM,10/24/2014 02:47:49 PM,"1717 W 10TH ST, AUSTIN, TX",1717,10TH,AUSTIN,78703,TRAVIS,3107848.92907586,10075116.4247823,30.28047131,-97.76295785,"(30.28047131, -97.76295785)",9,584L,MH23
14-00206711,Coyote Complaints,Phone,Closed,10/09/2014 12:59:24 PM,09/27/2014 08:03:15 AM,10/09/2014 12:59:25 PM,10/09/2014 12:59:24 PM,"3848 WILLIAMSBURG CIR, AUSTIN, TX",3848,WILLIAMSBURG,AUSTIN,78731,TRAVIS,3109930.97247009,10106119.8706477,30.36556303,-97.75408641,"(30.36556303, -97.75408641)",10,524D,MH30
14-00203966,Coyote Complaints,Phone,Closed,10/09/2014 12:54:39 PM,09/23/2014 08:44:17 PM,10/09/2014 12:54:39 PM,10/09/2014 12:54:39 PM,"WOOD HOLLOW DR & NORTH HILLS DR, AUSTIN, TX",,WOOD HOLLOW DR & NORTH HILLS DR,AUSTIN,78731,TRAVIS,3109631.75,10100400,30.34985895,-97.75545521,"(30.34985895, -97.75545521)",10,524M,MH29
14-00222031,Coyote Complaints,Phone,Closed,10/20/2014 09:46:36 AM,10/15/2014 02:11:58 AM,10/20/2014 09:46:37 AM,10/20/2014 09:46:36 AM,"603 WEST LYNN ST, AUSTIN, TX",603,WEST LYNN,AUSTIN,78703,TRAVIS,3108030.75080139,10073090.0898301,30.27488965,-97.76253033,"(30.27488965, -97.76253033)",9,584Q,MH23
14-00223987,Coyote Complaints,Phone,Closed,10/20/2014 09:55:17 AM,10/17/2014 01:31:22 PM,10/20/2014 09:55:18 AM,10/20/2014 09:55:17 AM,"4701 MONTEREY OAKS BLVD, AUSTIN, TX",4701,MONTEREY OAKS,AUSTIN,78749,TRAVIS,3083918.80375473,10056904.0528572,30.23190518,-97.84004424,"(30.23190518, -97.84004424)",8,612Z,MD19
14-00204930,Coyote Complaints,Phone,Closed,10/09/2014 12:57:37 PM,09/24/2014 08:35:38 PM,10/09/2014 12:57:38 PM,10/09/2014 12:57:37 PM,"BARTON HILLS DR & HOMEDALE DR, AUSTIN, TX",,BARTON HILLS DR & HOMEDALE DR,AUSTIN,78704,TRAVIS,3101586.75,10065101,30.25333652,-97.78351889,"(30.25333652, -97.78351889)",5,614E,MG21
14-00221280,Coyote Complaints,Phone,Closed,10/20/2014 09:58:46 AM,10/14/2014 08:16:55 AM,10/20/2014 09:58:47 AM,10/20/2014 09:58:46 AM,"4408 HAYRIDE LN, AUSTIN, TX",4408,HAYRIDE,AUSTIN,78744,TRAVIS,3128228.5,10043143,30.19127143,-97.70080892,"(30.19127143, -97.70080892)",,676A,ML15
14-00223293,Coyote Complaints,Phone,Closed,10/20/2014 09:52:17 AM,10/16/2014 04:15:55 PM,10/20/2014 09:52:18 AM,10/20/2014 09:52:17 AM,"3918 S MOPAC EXPY SVRD SB, AUSTIN, TX",3918,MOPAC EXPY,AUSTIN,78746,TRAVIS,3093309.62750003,10061496.870625,30.24394814,-97.80998619,"(30.24394814, -97.80998619)",8,613Q,MF20
14-00229189,Coyote Complaints,Phone,Closed,10/24/2014 02:49:15 PM,10/23/2014 08:16:08 PM,10/24/2014 02:49:16 PM,10/24/2014 02:49:15 PM,"CLOCK TOWER DR &E ANDERSON LN SVRD WB, AUSTIN, TX",,CLOCK TOWER DR &E ANDERSON LN SVRD WB,AUSTIN,78753,TRAVIS,3128706.78,10096195.14,30.33707093,-97.69531382,"(30.33707093, -97.69531382)",4,526X,ML28
14-00221250,Coyote Complaints,Phone,Closed,10/20/2014 09:57:51 AM,10/14/2014 07:43:46 AM,10/20/2014 09:57:52 AM,10/20/2014 09:57:51 AM,"7516 STONECLIFF DR, AUSTIN, TX",7516,STONECLIFF,AUSTIN,78731,TRAVIS,3109741.12357632,10104483.8930245,30.36107805,-97.75480847,"(30.36107805, -97.75480847)",10,524H,MH30
14-00221993,Coyote Complaints,Phone,Closed,10/20/2014 09:45:38 AM,10/14/2014 09:24:32 PM,10/20/2014 09:45:38 AM,10/20/2014 09:45:38 AM,"6808 MARBRYS RIDGE CV, AUSTIN, TX",6808,MARBRYS RIDGE,AUSTIN,78731,TRAVIS,3103353.01545705,10104400.6584424,30.36125476,-97.77506406,"(30.36125476, -97.77506406)",10,524F,MG30
14-00204049,Coyote Complaints,Phone,Closed,10/09/2014 12:54:59 PM,09/24/2014 03:36:16 AM,10/09/2014 12:55:00 PM,10/09/2014 12:54:59 PM,"9600 KANGAROO LN, AUSTIN, TX",9600,KANGAROO,AUSTIN,78748,TRAVIS,3083239.33910346,10040430.5056887,30.18666308,-97.8433627,"(30.18666308, -97.8433627)",5,672D,MD15
