Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00541678,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 12:06:55 PM,12/09/2023 03:05:56 PM,12/14/2023 12:06:55 PM,12/14/2023 12:06:55 PM,"WHITE HORSE TRL & WILBUR DR, AUSTIN, TX",,WHITE HORSE TRL & WILBUR DR,AUSTIN,78757,TRAVIS,3112814.24807993,10097212.99847510,30.34089517,-97.74560333,"(30.34089517, -97.74560333)",7,525S,MJ28
23-00542102,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 12:36:32 PM,12/10/2023 05:44:50 AM,12/13/2023 12:36:32 PM,12/13/2023 12:36:32 PM,"W WILLIAM CANNON DR & SOUTHWEST PKWY, AUSTIN, TX 78735",,W WILLIAM CANNON DR & SOUTHWEST PKWY,AUSTIN,,,0.00000000,0.00000000,3.44238668,-105.9831947,"(3.442386682, -105.9831947)",,,
23-00542437,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 11:50:43 AM,12/10/2023 02:53:42 PM,12/14/2023 11:50:43 AM,12/14/2023 11:50:43 AM,"GRACY FARMS LN & SCHWAB WAY, AUSTIN, TX",,GRACY FARMS LN & SCHWAB WAY,AUSTIN,78758,TRAVIS,3123801.43807925,10119980.45067480,30.40277184,-97.70908056,"(30.40277184, -97.70908056)",7,465Z,MK34
23-00542955,Animal Protection - Coyote Complaints,Phone,Open,12/11/2023 09:30:43 AM,12/11/2023 09:30:43 AM,12/16/2023 12:30:29 AM,,"GLENCREST DR & BROOKSIDE DR, AUSTIN, TX",,GLENCREST DR & BROOKSIDE DR,AUSTIN,78723,TRAVIS,3129364.09923764,10089357.14248050,30.31823159,-97.69374504,"(30.31823159, -97.69374504)",4,556K,ML26
23-00543133,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 12:18:13 PM,12/11/2023 10:57:47 AM,12/13/2023 12:18:13 PM,12/13/2023 12:18:13 PM,"NORTHRIDGE DR & BELFAST DR, AUSTIN, TX",,NORTHRIDGE DR & BELFAST DR,AUSTIN,78723,TRAVIS,3128511.49821066,10087591.00099470,30.31343237,-97.6965791,"(30.31343237, -97.6965791)",4,556P,ML26
23-00543170,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 08:36:34 AM,12/11/2023 11:17:01 AM,12/13/2023 08:36:34 AM,12/13/2023 08:36:34 AM,"1307 CORONA DR, AUSTIN, TX 78723",1307,CORONA,AUSTIN,78723,TRAVIS,3126549.49776009,10086792.00154470,30.31136377,-97.70285511,"(30.31136377, -97.70285511)",4,556N,ML26
23-00543179,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 12:16:07 PM,12/11/2023 11:20:24 AM,12/13/2023 12:16:07 PM,12/13/2023 12:16:07 PM,"1304 CORONA DR, AUSTIN, TX 78723",1304,CORONA,AUSTIN,78723,TRAVIS,3126559.74795788,10086958.00129690,30.3118194,-97.7028102,"(30.3118194, -97.7028102)",4,556N,ML26
23-00543962,Animal Protection - Coyote Complaints,Phone,Closed,12/13/2023 09:24:10 AM,12/11/2023 09:49:53 PM,12/13/2023 09:24:10 AM,12/13/2023 09:24:10 AM,"7408 PROVIDENCE AVE A, AUSTIN, TX 78752",7408,PROVIDENCE,AUSTIN,78752,TRAVIS,3128635.60795218,10094578.49826480,30.3326317,-97.69566087,"(30.3326317, -97.69566087)",4,526X,ML28
23-00544473,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 10:27:46 AM,12/12/2023 11:22:16 AM,12/14/2023 10:27:46 AM,12/14/2023 10:27:46 AM,"1422 BROADMOOR DR, AUSTIN, TX 78723",1422,BROADMOOR,AUSTIN,78723,TRAVIS,3127260.49989979,10085616.00201220,30.3080849,-97.70069071,"(30.3080849, -97.70069071)",4,556S,ML25
23-00544533,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 10:19:46 AM,12/12/2023 11:57:06 AM,12/14/2023 10:19:46 AM,12/14/2023 10:19:46 AM,"CORONA DR & NASSAU DR, AUSTIN, TX",,CORONA DR & NASSAU DR,AUSTIN,78723,TRAVIS,3126960.49930499,10086650.00095220,30.3109467,-97.70156362,"(30.3109467, -97.70156362)",4,556N,ML26
23-00545963,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 11:34:34 AM,12/13/2023 02:54:52 PM,12/14/2023 11:34:34 AM,12/14/2023 11:34:34 AM,"2243 W BRAKER LN, AUSTIN, TX 78758",2243,BRAKER,AUSTIN,78758,TRAVIS,3122554.74728808,10115700.56833480,30.3910879,-97.7133538,"(30.3910879, -97.7133538)",4,495H,MK33
23-00546005,Animal Protection - Coyote Complaints,Phone,Closed,12/15/2023 09:58:30 AM,12/13/2023 03:29:44 PM,12/15/2023 09:58:30 AM,12/15/2023 09:58:30 AM,"58 ST STEPHENS SCHOOL RD, AUSTIN, TX 78746",58,ST STEPHENS SCHOOL,AUSTIN,78746,TRAVIS,3086281.75296498,10087960.99887150,30.31713166,-97.83035137,"(30.31713166, -97.83035137)",,553J,ME26
23-00546251,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,12/14/2023 10:05:34 AM,12/13/2023 06:54:46 PM,12/14/2023 10:05:35 AM,12/14/2023 10:05:34 AM,"2207 E 14TH ST, AUSTIN, TX 78702",2207,14TH,AUSTIN,78702,TRAVIS,3122462.74704660,10073898.39094060,30.27618641,-97.71676381,"(30.27618641, -97.71676381)",1,585R,MK23
23-00546272,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,12/14/2023 09:18:59 AM,12/13/2023 07:12:58 PM,12/14/2023 09:18:59 AM,12/14/2023 09:18:59 AM,"2604 E 14TH ST, AUSTIN, TX 78702",2604,14TH,AUSTIN,78702,TRAVIS,3123586.76927246,10074226.46015450,30.27701547,-97.7131795,"(30.27701547, -97.7131795)",1,585R,MK23
23-00546311,Animal Protection - Coyote Complaints,Phone,Closed,12/14/2023 11:42:54 AM,12/13/2023 07:58:42 PM,12/14/2023 11:42:54 AM,12/14/2023 11:42:54 AM,"1420 LARKWOOD DR, AUSTIN, TX 78723",1420,LARKWOOD,AUSTIN,78723,TRAVIS,3128105.74818817,10087239.99807260,30.31249396,-97.69789098,"(30.31249396, -97.69789098)",4,556P,ML26
23-00547410,Animal Protection - Coyote Complaints,Spot311 Interface,Closed,12/15/2023 10:12:36 AM,12/14/2023 05:04:26 PM,12/15/2023 10:12:36 AM,12/15/2023 10:12:36 AM,"2805 GREENLAWN PKWY, AUSTIN, TX 78757",2805,GREENLAWN,AUSTIN,78757,TRAVIS,3114080.29879637,10100860.77845960,30.35084136,-97.74132155,"(30.35084136, -97.74132155)",7,525J,MJ29
23-00549293,Animal Protection - Coyote Complaints,Phone,Closed,12/19/2023 11:03:12 AM,12/16/2023 11:38:38 AM,12/19/2023 11:03:12 AM,12/19/2023 11:03:12 AM,"6209 FELIX AVE, AUSTIN, TX 78741",6209,FELIX,AUSTIN,78741,TRAVIS,3128870.18655835,10059245.43764610,30.23549217,-97.69757096,"(30.23549217, -97.69757096)",3,616T,ML19
23-00549341,Animal Protection - Coyote Complaints,Phone,Closed,12/18/2023 11:48:48 AM,12/16/2023 12:28:23 PM,12/18/2023 11:48:48 AM,12/18/2023 11:48:48 AM,"BROADMOOR DR & CAMERON RD, AUSTIN, TX",,BROADMOOR DR & CAMERON RD,AUSTIN,78723,TRAVIS,3125238.24718267,10086781.00152360,30.31141871,-97.70701024,"(30.31141871, -97.70701024)",4,556N,ML26
23-00549381,Animal Protection - Coyote Complaints,Phone,Closed,12/18/2023 11:42:41 AM,12/16/2023 01:03:02 PM,12/18/2023 11:42:41 AM,12/18/2023 11:42:41 AM,"CORONA DR & BELFAST DR, AUSTIN, TX",,CORONA DR & BELFAST DR,AUSTIN,78723,TRAVIS,3127812.49893528,10086230.00250920,30.30973675,-97.69889585,"(30.30973675, -97.69889585)",4,556N,ML26
23-00550737,Animal Protection - Coyote Complaints,Phone,Closed,12/19/2023 11:13:15 AM,12/18/2023 08:26:48 AM,12/19/2023 11:13:15 AM,12/19/2023 11:13:15 AM,"3102 PECOS ST, AUSTIN, TX 78703",3102,PECOS,AUSTIN,78703,TRAVIS,3105968.70730632,10085617.02074350,30.30945533,-97.76814589,"(30.30945533, -97.76814589)",10,554Q,MH26
23-00552072,Animal Protection - Coyote Complaints,Phone,Closed,12/19/2023 11:37:38 AM,12/19/2023 08:14:17 AM,12/19/2023 11:37:38 AM,12/19/2023 11:37:38 AM,"1225 CORONA DR, AUSTIN, TX 78723",1225,CORONA,AUSTIN,78723,TRAVIS,3126187.74752825,10087017.99954050,30.31200851,-97.70398428,"(30.31200851, -97.70398428)",4,556N,ML26
23-00555267,Animal Protection - Coyote Complaints,Phone,Closed,12/22/2023 10:51:36 AM,12/21/2023 06:40:23 PM,12/22/2023 10:51:36 AM,12/22/2023 10:51:36 AM,"4600 ELMONT DR, AUSTIN, TX 78741",4600,ELMONT,AUSTIN,78741,TRAVIS,3122852.95572634,10060647.68356870,30.23973726,-97.71651538,"(30.23973726, -97.71651538)",3,615R,MK20
23-00556532,Animal Protection - Coyote Complaints,Phone,Closed,12/27/2023 12:52:27 PM,12/23/2023 10:43:14 AM,12/27/2023 12:52:27 PM,12/27/2023 12:52:27 PM,"2304 E 16TH ST B, AUSTIN, TX 78702",2304,16TH,AUSTIN,78702,TRAVIS,3122669.24765698,10074412.00131130,30.27758488,-97.71607154,"(30.27758488, -97.71607154)",1,585R,MK23
23-00557219,Animal Protection - Coyote Complaints,Phone,Open,12/24/2023 02:06:27 PM,12/24/2023 02:06:27 PM,12/31/2023 12:30:29 AM,,"4607 LASSO PATH, AUSTIN, TX 78745",4607,LASSO,AUSTIN,78745,TRAVIS,3099132.75293087,10054934.00008170,30.2255432,-97.79202468,"(30.2255432, -97.79202468)",5,643D,MF18
23-00557267,Animal Protection - Coyote Complaints,Phone,Closed,12/27/2023 12:34:16 PM,12/24/2023 03:38:29 PM,12/27/2023 12:34:16 PM,12/27/2023 12:34:16 PM,"1229 BROADMOOR DR, AUSTIN, TX 78723",1229,BROADMOOR,AUSTIN,78723,TRAVIS,3125767.49885167,10086176.00238850,30.3097213,-97.70537876,"(30.3097213, -97.70537876)",4,556N,ML26
23-00557306,Animal Protection - Coyote Complaints,Phone,Closed,12/27/2023 12:26:22 PM,12/24/2023 04:32:47 PM,12/27/2023 12:26:22 PM,12/27/2023 12:26:22 PM,"515 S PLEASANT VALLEY RD, AUSTIN, TX 78741",515,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3123348.13460643,10062958.62524640,30.24605759,-97.71477546,"(30.24605759, -97.71477546)",3,615M,MK20
23-00557357,Animal Protection - Coyote Complaints,Phone,Closed,12/27/2023 12:40:19 PM,12/24/2023 05:55:55 PM,12/27/2023 12:40:19 PM,12/27/2023 12:40:19 PM,"1200 BROADMOOR DR, AUSTIN, TX 78723",1200,BROADMOOR,AUSTIN,78723,TRAVIS,3125273.93925129,10086788.32279270,30.31143652,-97.70689661,"(30.31143652, -97.70689661)",4,556N,ML26
23-00557875,Animal Protection - Coyote Complaints,Phone,Closed,12/26/2023 08:15:02 AM,12/25/2023 11:51:56 AM,12/26/2023 08:15:01 AM,12/26/2023 08:15:02 AM,"W 45TH ST & SHOAL CREEK BLVD, AUSTIN, TX",,W 45TH ST & SHOAL CREEK BLVD,AUSTIN,78756,TRAVIS,3112862.49835649,10088688.00207830,30.31745809,-97.7460789,"(30.31745809, -97.7460789)",7,555J,MJ26
23-00559437,Animal Protection - Coyote Complaints,Phone,Closed,12/27/2023 12:08:01 PM,12/27/2023 11:33:00 AM,12/27/2023 12:08:00 PM,12/27/2023 12:08:01 PM,"1901 WOODLAND AVE, AUSTIN, TX 78741",1901,WOODLAND,AUSTIN,78741,TRAVIS,3118277.24856877,10059636.00162410,30.23725143,-97.7310764,"(30.23725143, -97.7310764)",3,615T,MJ19
23-00559521,Animal Protection - Coyote Complaints,Phone,Closed,12/28/2023 10:48:16 AM,12/27/2023 12:27:04 PM,12/28/2023 10:48:15 AM,12/28/2023 10:48:16 AM,"8606 COASTAL DR, AUSTIN, TX 78749",8606,COASTAL,AUSTIN,78749,TRAVIS,3082106.74993507,10045654.00238050,30.20109153,-97.8465769,"(30.20109153, -97.8465769)",8,642U,MD16
23-00560081,Animal Protection - Coyote Complaints,Phone,Closed,12/28/2023 12:21:19 PM,12/27/2023 08:19:28 PM,12/28/2023 12:21:19 PM,12/28/2023 12:21:19 PM,"15512 SPRING HILL LN, AUSTIN, TX 78660",15512,SPRING HILL,AUSTIN,78660,TRAVIS,3141409.97982904,10135643.54809190,30.44467252,-97.65204347,"(30.44467252, -97.65204347)",,437T,MN37
23-00560447,Animal Protection - Coyote Complaints,Phone,Closed,12/28/2023 01:37:09 PM,12/28/2023 10:29:12 AM,12/28/2023 01:37:09 PM,12/28/2023 01:37:09 PM,"1500 CLOVERLEAF DR, AUSTIN, TX 78723",1500,CLOVERLEAF,AUSTIN,78723,TRAVIS,3128031.49713886,10086538.00101470,30.31056913,-97.69817892,"(30.31056913, -97.69817892)",4,556P,ML26
23-00560490,Animal Protection - Coyote Complaints,Phone,Open,12/28/2023 10:58:51 AM,12/28/2023 10:58:51 AM,12/28/2023 10:58:51 AM,,"METRIC BLVD & RUTLAND DR, AUSTIN, TX",,METRIC BLVD & RUTLAND DR,AUSTIN,78758,TRAVIS,3121823.64904132,10111885.78981680,30.38064899,-97.71595664,"(30.38064899, -97.71595664)",4,495R,MK32
23-00560596,Animal Protection - Coyote Complaints,Phone,Open,12/28/2023 12:03:09 PM,12/28/2023 12:03:09 PM,12/28/2023 12:03:09 PM,,"MATTIE ST & CAMACHO ST, AUSTIN, TX",,MATTIE ST & CAMACHO ST,AUSTIN,78723,TRAVIS,3126715.97959883,10081066.54280370,30.29561464,-97.7027567,"(30.29561464, -97.7027567)",9,586A,ML24
23-00561002,Animal Protection - Coyote Complaints,Phone,Open,12/28/2023 04:24:56 PM,12/28/2023 04:24:56 PM,12/28/2023 04:25:53 PM,,"4607 LASSO PATH, AUSTIN, TX 78745",4607,LASSO,AUSTIN,78745,TRAVIS,3099132.75293087,10054934.00008170,30.2255432,-97.79202468,"(30.2255432, -97.79202468)",5,643D,MF18
23-00561178,Animal Protection - Coyote Complaints,Spot311 Interface,Open,12/28/2023 08:19:51 PM,12/28/2023 08:19:51 PM,12/28/2023 08:19:51 PM,,"1901 CROSSING PL, AUSTIN, TX 78741",1901,CROSSING,AUSTIN,78741,TRAVIS,3122802.92784383,10057866.47162050,30.23209543,-97.71688089,"(30.23209543, -97.71688089)",3,615Z,MK19
23-00561368,Animal Protection - Coyote Complaints,Phone,Closed,01/02/2024 12:44:28 PM,12/29/2023 09:01:25 AM,01/02/2024 12:44:28 PM,01/02/2024 12:44:28 PM,"ROBERT T MARTINEZ JR ST & RIVERVIEW ST, AUSTIN, TX",,ROBERT T MARTINEZ JR ST & RIVERVIEW ST,AUSTIN,78702,TRAVIS,3120650.49728312,10064447.00204980,30.25032319,-97.72320578,"(30.25032319, -97.72320578)",3,615G,MK21
23-00561665,Animal Protection - Coyote Complaints,Phone,Closed,01/02/2024 12:58:41 PM,12/29/2023 12:12:52 PM,01/02/2024 12:58:41 PM,01/02/2024 12:58:41 PM,"5209 MEDFORD DR, AUSTIN, TX 78723",5209,MEDFORD,AUSTIN,78723,TRAVIS,3133911.74948418,10081313.00042350,30.29582225,-97.67994428,"(30.29582225, -97.67994428)",1,586C,MM24
23-00562460,Animal Protection - Coyote Complaints,Phone,Closed,01/02/2024 12:50:31 PM,12/30/2023 11:15:36 AM,01/02/2024 12:50:31 PM,01/02/2024 12:50:31 PM,"LYNN ST & RIVERVIEW ST, AUSTIN, TX",,LYNN ST & RIVERVIEW ST,AUSTIN,78702,TRAVIS,3119707.74972665,10064793.00036230,30.25133506,-97.72616504,"(30.25133506, -97.72616504)",3,615G,MK21
23-00563263,Animal Protection - Coyote Complaints,E-Mail,Closed,01/02/2024 08:39:38 AM,12/31/2023 11:00:43 AM,01/02/2024 08:39:38 AM,01/02/2024 08:39:38 AM,"CANTERBURY ST & LLANO ST, AUSTIN, TX",,CANTERBURY ST & LLANO ST,AUSTIN,78702,TRAVIS,3123243.74813314,10064995.00037810,30.25166199,-97.71495417,"(30.25166199, -97.71495417)",3,615H,MK21
23-00563522,Animal Protection - Coyote Complaints,Phone,Closed,01/02/2024 02:29:47 PM,12/31/2023 04:10:51 PM,01/02/2024 02:29:47 PM,01/02/2024 02:29:47 PM,"1016 LITTLE ELM PARK, AUSTIN, TX 78758",1016,LITTLE ELM,AUSTIN,78758,TRAVIS,3125853.24835905,10105728.99985050,30.36346367,-97.70364242,"(30.36346367, -97.70364242)",4,526A,ML30
